NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
558,서울특별시 노원구 중계동,580,580,0,성원1,59.75,202306,22,"70,000",102,17,-,-,1996,덕릉로71길 5,-,중개거래,서울 노원구,23.09.15
559,서울특별시 노원구 중계동,358-2,358,2,주공4,45.77,202306,22,"42,500",404,15,-,-,1991,덕릉로76길 29,-,중개거래,서울 노원구,23.09.08
560,서울특별시 양천구 신월동,1076,1076,0,목동센트럴아이파크위브2단지,59.88,202306,22,"85,000",209,6,-,-,2020,남부순환로83길 18,-,중개거래,서울 서대문구 서울 양천구,23.08.01
561,서울특별시 양천구 신월동,458-1,458,1,새롬,56.54,202306,22,"33,500",101,3,-,-,2002,중앙로57길 35,-,중개거래,서울 양천구,23.08.01
562,서울특별시 양천구 신월동,987-1,987,1,신월시영,59.49,202306,22,"63,000",-,7,-,-,1988,신월로 99,20230718,중개거래,서울 양천구,-
563,서울특별시 양천구 신월동,987-1,987,1,신월시영,59.49,202306,22,"63,000",13,7,-,-,1988,신월로 99,-,중개거래,서울 양천구,23.08.30
564,서울특별시 관악구 봉천동,1717,1717,0,관악푸르지오,59.58,202306,22,"73,000",110,24,-,-,2004,관악로30길 27,-,중개거래,서울 관악구 서울 서초구,23.09.25
565,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),59.2,202306,22,"54,000",1116,6,-,-,1988,동일로227길 85,-,중개거래,서울 노원구,23.07.19
566,서울특별시 노원구 상계동,624,624,0,상계주공16(고층),58.01,202306,22,"48,700",1608,15,-,-,1988,동일로227길 86,-,중개거래,서울 노원구,23.09.20
567,서울특별시 강동구 강일동,686,686,0,강일리버파크7단지,59.88,202306,22,"62,000",707,6,-,-,2009,아리수로98길 25,-,중개거래,서울 강동구,23.07.10
568,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202306,22,"65,700",307,5,-,-,1999,토성로 37,-,중개거래,서울 송파구,23.09.12
569,서울특별시 동대문구 이문동,54,54,0,현대,59.92,202306,22,"60,000",제102,15,-,-,2000,한천로58길 107,-,중개거래,서울 동대문구,23.09.22
570,서울특별시 종로구 충신동,62-2,62,2,CS타워,22.17,202306,22,"15,400",CS타워,5,-,-,2011,율곡로20길 24,-,중개거래,서울 종로구,23.07.07
571,서울특별시 강서구 등촌동,702,702,0,주공10,37.67,202306,22,"54,800",1004,13,-,-,1995,화곡로63가길 71,-,중개거래,서울 강서구,23.09.27
572,서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,202306,22,"55,000",805,8,-,-,1994,공항대로43길 104,-,직거래,-,23.07.24
573,서울특별시 용산구 이촌동,402,402,0,강촌,59.12,202306,22,"151,500",109,5,-,-,1998,이촌로87길 14,-,중개거래,서울 용산구,23.09.01
574,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,22,"115,000",147,6,-,-,2019,고덕로 333,-,중개거래,서울 강동구,23.09.26
575,서울특별시 마포구 용강동,501,501,0,대림2차,59.25,202306,22,"98,000",-,11,-,-,2004,토정로32길 6,20230727,중개거래,서울 마포구,-
576,서울특별시 마포구 용강동,501,501,0,대림2차,59.25,202306,22,"98,000",201,11,-,-,2004,토정로32길 6,-,중개거래,서울 마포구,23.09.25
577,서울특별시 도봉구 쌍문동,59,59,0,한양2,35.1,202306,21,"24,200",-,9,-,-,1989,해등로 231,20230622,직거래,-,-
578,서울특별시 성동구 금호동2가,1,1,0,신금호파크자이,59.98,202306,21,"123,500",101,13,-,-,2016,금호로 173,-,중개거래,서울 성동구,23.08.03
579,서울특별시 성동구 금호동2가,1217,1217,0,래미안하이리버,59.99,202306,21,"112,000",-,17,-,-,2012,금호로 107,20230831,중개거래,서울 성동구 충남 계룡시,-
580,서울특별시 서대문구 홍제동,57-5,57,5,서대문푸르지오센트럴파크,55.25,202306,21,"80,100",-,14,-,-,2022,통일로 339,-,중개거래,서울 은평구,-
581,서울특별시 마포구 성산동,446,446,0,성산시영(유원),59.43,202306,21,"110,000",15,7,-,-,1986,월드컵북로 235,-,중개거래,서울 마포구,23.08.29
582,서울특별시 마포구 성산동,446,446,0,성산시영(대우),50.03,202306,21,"91,500",25,12,-,-,1986,월드컵북로 235,-,중개거래,서울 마포구,23.08.08
583,서울특별시 동대문구 이문동,73,73,0,삼익,59.95,202306,21,"58,300",102,17,-,-,1997,한천로55길 9,-,중개거래,서울 동대문구,24.11.28
584,서울특별시 구로구 신도림동,642,642,0,대림2,59.82,202306,21,"70,000",203,12,-,-,2001,신도림로 16,-,중개거래,서울 구로구,23.07.04
585,서울특별시 중랑구 상봉동,496,496,0,우정아파트,57.189,202306,21,"67,500",102,22,-,-,2002,상봉중앙로1다길 21,-,중개거래,서울 중랑구,23.09.26
586,서울특별시 성북구 길음동,1276,1276,0,삼부컨비니언,59.94,202306,21,"56,000",105,3,-,-,1998,동소문로 248,-,중개거래,서울 성북구,23.06.26
587,서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,59.84,202306,21,"78,000",405,14,-,-,2008,수명로1길 16,-,중개거래,서울 강서구,23.09.27
588,서울특별시 성동구 하왕십리동,1061,1061,0,왕십리풍림아이원,59.936,202306,21,"81,300",110,8,-,-,2004,난계로 84,-,중개거래,서울 성동구,23.09.25
589,서울특별시 강동구 강일동,114,114,0,강동리버스트4단지,59.99,202306,21,"77,000",408,4,-,-,2020,아리수로93가길 110,-,중개거래,경기 하남시 서울 강동구,23.08.08
590,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,202306,21,"33,000",105,13,-,-,1996,마들로 684-20,-,중개거래,서울 도봉구,23.07.07
591,서울특별시 강동구 암사동,493-14,493,14,중앙하이츠,59.52,202306,21,"52,000",-,5,-,-,1998,올림픽로98가길 47,20230621,직거래,-,-
592,서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,202306,21,"56,000",201,9,-,-,1992,허준로 47,-,중개거래,서울 강서구,23.10.04
593,서울특별시 강서구 가양동,1485,1485,0,가양6단지,58.65,202306,21,"73,000",608,2,-,-,1992,허준로 175,-,중개거래,서울 강서구,23.10.20
594,서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",59.98,202306,21,"95,800",106,4,-,-,2008,강서로 266,-,중개거래,서울 강서구,23.08.01
595,서울특별시 노원구 월계동,12,12,0,삼호4,50.18,202306,21,"60,500",39,13,-,-,1987,마들로 127,-,중개거래,서울 노원구,23.10.12
596,서울특별시 서초구 잠원동,157,157,0,동아,59.92,202306,21,"190,000",106,15,-,-,2002,신반포로33길 15,-,중개거래,서울 서초구,23.10.10
597,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,21,"124,800",135,13,-,-,2019,고덕로 333,-,중개거래,서울 강동구,23.09.08
598,서울특별시 동작구 사당동,206-127,206,127,사당휴브리지(206-127),12.42,202306,21,"15,800",-,7,-,-,2015,사당로 158,-,중개거래,서울 성북구,23.07.18
599,서울특별시 마포구 대흥동,806,806,0,마포그랑자이,59.98,202306,21,"135,700",109,6,-,-,2020,대흥로 175,-,중개거래,서울 마포구 서울 송파구,23.07.27
600,서울특별시 마포구 대흥동,806,806,0,마포그랑자이,59.98,202306,21,"135,700",-,6,-,-,2020,대흥로 175,20230714,중개거래,서울 마포구,-
601,서울특별시 강서구 염창동,268,268,0,관음삼성,59.96,202306,21,"72,500",103,10,-,-,1997,양천로 656,-,중개거래,서울 강서구,23.07.31
602,서울특별시 마포구 용강동,508,508,0,이편한세상마포리버파크,59.98,202306,21,"141,200",102,2,-,-,2016,토정로31길 24,-,중개거래,서울 마포구,23.09.27
603,서울특별시 노원구 상계동,1110,1110,0,두산,51.66,202306,21,"37,800",101,15,-,-,1994,동일로241길 53,-,중개거래,서울 노원구,23.09.22
604,서울특별시 노원구 상계동,1313,1313,0,수락리버시티4단지,59.9,202306,21,"56,500",404,12,-,-,2009,누원로 18,-,중개거래,서울 노원구,23.09.05
605,서울특별시 노원구 하계동,273,273,0,장미(시영6),54.02,202306,21,"53,300",612,7,-,-,1989,섬밭로 196,-,중개거래,서울 노원구,23.08.14
606,서울특별시 노원구 하계동,273,273,0,장미(시영6),54.02,202306,21,"56,500",610,4,-,-,1989,섬밭로 196,-,중개거래,서울 노원구 서울 성북구,23.09.21
607,서울특별시 노원구 하계동,273,273,0,장미(시영6),43.56,202306,21,"47,200",612,9,-,-,1989,섬밭로 196,-,중개거래,서울 노원구,23.08.08
608,서울특별시 강동구 암사동,493-14,493,14,중앙하이츠,59.52,202306,21,"56,000",-,5,-,-,1998,올림픽로98가길 47,-,직거래,-,23.06.21
609,서울특별시 중랑구 묵동,13,13,0,신내,39.84,202306,21,"35,000",402,2,-,-,1996,숙선옹주로 91,-,중개거래,서울 중랑구,23.07.21
610,서울특별시 동대문구 답십리동,464-1,464,1,신답극동,46.53,202306,21,"50,000",1,8,-,-,1987,서울시립대로 5,-,중개거래,서울 동대문구,23.07.24
611,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202306,21,"185,000",123,6,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.09.25
612,서울특별시 강남구 청담동,134-38,134,38,청담자이,49.593,202306,21,"195,000",102,19,-,-,2011,영동대로138길 12,-,중개거래,서울 강남구,23.09.08
613,서울특별시 금천구 시흥동,882-61,882,61,와이즈플레이스,14.22,202306,21,"9,600",-,17,-,-,2012,시흥대로 236,-,중개거래,서울 금천구,23.07.18
614,서울특별시 양천구 신정동,1259,1259,0,신트리1,59.73,202306,21,"59,000",102,8,-,-,1999,신정로 293,-,직거래,-,23.09.27
615,서울특별시 동대문구 제기동,153,153,0,안암골벽산,59.94,202306,21,"66,000",103,16,-,-,2003,약령시로 25,-,중개거래,서울 동대문구,23.07.31
616,서울특별시 광진구 구의동,668,668,0,래미안파크스위트,59.98,202306,21,"79,000",105,8,-,-,2018,광나루로 545,-,중개거래,서울 마포구,23.06.23
617,서울특별시 동대문구 청량리동,60,60,0,한신,59.97,202306,21,"64,300",107,8,-,-,1997,제기로 131,-,중개거래,서울 동대문구,23.09.13
618,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.77,202306,21,"137,000",119,5,-,-,2016,매봉길 50,-,중개거래,서울 성동구,23.10.18
619,서울특별시 송파구 가락동,96-1,96,1,우성,58.46,202306,20,"106,300",1,2,-,-,1986,송파대로32길 8,-,중개거래,서울 송파구,23.09.15
620,서울특별시 양천구 신월동,987-1,987,1,신월시영,50.67,202306,20,"56,500",9,6,-,-,1988,신월로 99,-,중개거래,서울 서초구 서울 양천구,23.07.20
621,서울특별시 양천구 신월동,1076,1076,0,목동센트럴아이파크위브2단지,52.85,202306,20,"71,000",209,7,-,-,2020,남부순환로83길 18,-,중개거래,서울 양천구,23.09.07
622,서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,202306,20,"47,000",109,8,-,-,2002,벚꽃로 73,-,직거래,-,23.06.21
623,서울특별시 노원구 상계동,639,639,0,보람아파트,44.33,202306,20,"40,500",101,11,-,-,1988,한글비석로 479,-,중개거래,서울 노원구,23.08.08
624,서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.24,202306,20,"12,400",-,3,-,-,2012,경인로114길 62,-,직거래,-,23.06.21
625,서울특별시 서초구 반포동,2-12,2,12,아크로리버파크,59.98,202306,20,"257,000",102동,19,-,-,2016,신반포로15길 19,-,중개거래,서울 서초구,23.10.16
626,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,59.7848,202306,20,"142,500",102,8,-,-,2021,대흥로24길 24,-,중개거래,서울 마포구,23.07.31
627,서울특별시 영등포구 신길동,4938,4938,0,신길자이,59.99,202306,20,"84,500",101,14,-,-,2011,가마산로79길 19,-,중개거래,서울 영등포구,23.09.26
628,서울특별시 은평구 응암동,767,767,0,백련산에스케이뷰아이파크,59.8545,202306,20,"81,500",105,12,-,-,2020,응암로30길 16,-,중개거래,서울 은평구,23.09.22
629,서울특별시 강서구 내발산동,753,753,0,마곡수명산파크4단지,59.84,202306,20,"72,700",414,3,-,-,2008,수명로1길 16,-,중개거래,서울 강서구,23.09.05
630,서울특별시 동작구 신대방동,565-21,565,21,우성2차,59.47,202306,20,"61,500",102,3,-,-,1995,여의대방로 8,-,중개거래,서울 동작구,23.09.07
631,서울특별시 강동구 강일동,66,66,0,강동리버스트8단지,59.97,202306,20,"80,000",803동,20,-,-,2021,아리수로93나길 88,-,중개거래,경기 하남시,23.07.04
632,서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,45.255,202306,20,"46,500",래미안 서초유니빌,5,-,-,2003,서초중앙로 26,-,중개거래,서울 서초구,23.07.21
633,서울특별시 관악구 신림동,1699,1699,0,동마,59.99,202306,20,"40,000",-,4,-,-,1995,호암로 527,-,중개거래,서울 관악구,23.08.28
634,서울특별시 노원구 상계동,1276,1276,0,청암2단지,59.4,202306,20,"50,000",203,15,-,-,2001,덕릉로94가길 20,-,중개거래,서울 노원구,23.12.20
635,서울특별시 영등포구 대림동,717,717,0,쌍용플래티넘S,18.24,202306,20,"10,500",1,5,-,-,2013,대림로29길 13,-,중개거래,서울 구로구 서울 영등포구,23.09.26
636,서울특별시 강남구 역삼동,757,757,0,역삼래미안,59.4,202306,20,"185,000",101,14,-,-,2005,선릉로69길 19,-,중개거래,서울 강남구,23.09.06
637,서울특별시 도봉구 쌍문동,575,575,0,시그마팰리스,55.59,202306,20,"30,000",-,8,-,-,2003,도봉로 601,-,중개거래,서울 도봉구,23.11.15
638,서울특별시 강남구 역삼동,763-16,763,16,래미안그레이튼,59.97,202306,20,"182,000",206,9,-,-,2009,도곡로43길 20,-,중개거래,서울 강남구,23.09.08
639,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,48.98,202306,20,"80,500",102,3,-,-,2018,천호대로55길 11,-,중개거래,서울 동대문구,23.10.24
640,서울특별시 강남구 일원동,719,719,0,푸른마을아파트101동~111동,59.76,202306,20,"140,000",108,6,-,-,1994,일원로14길 25,-,중개거래,서울 용산구,23.10.13
641,서울특별시 성동구 행당동,347,347,0,대림e-편한세상,59.96,202306,20,"89,500",107,8,-,-,2000,행당로 79,-,중개거래,서울 동대문구 서울 성동구,23.08.30
642,서울특별시 서대문구 홍은동,464,464,0,북한산더샵,59.899,202306,20,"82,300",101,3,-,-,2017,통일로 510,-,중개거래,서울 서대문구,23.08.17
643,서울특별시 성북구 길음동,1289,1289,0,롯데캐슬클라시아,59.8826,202306,20,"100,000",115,16,-,-,2022,숭인로8길 80,-,중개거래,서울 성북구,23.10.30
644,서울특별시 영등포구 영등포동1가,92-3,92,3,여의도이튼브라운,28.86,202306,20,"40,400",-,5,-,-,2022,경인로114길 6,-,중개거래,서울 영등포구,23.08.07
645,서울특별시 영등포구 신길동,4656,4656,0,우성3,53.24,202306,20,"68,500",301,10,-,-,1989,대방천로14길 32,-,중개거래,서울 동작구 서울 영등포구,23.08.24
646,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),59.2,202306,20,"58,900",1113,10,-,-,1988,동일로227길 85,-,직거래,-,23.06.26
647,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,20,"113,000",131,3,-,-,2019,고덕로 333,-,중개거래,서울 강동구,23.12.29
648,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202306,20,"97,000",209,15,-,-,1992,개포로109길 9,-,중개거래,서울 강남구,23.09.08
649,서울특별시 도봉구 방학동,496,496,0,벽산아파트2,59.581,202306,20,"42,100",103,14,-,-,1998,시루봉로5길 48,-,중개거래,서울 도봉구,23.08.14
650,서울특별시 강남구 도곡동,965,965,0,중명하니빌,30.77,202306,20,"47,000",-,8,-,-,1997,남부순환로365길 5,-,중개거래,서울 강남구,23.07.20
651,서울특별시 구로구 개봉동,480,480,0,현대홈타운,59.49,202306,20,"61,000",-,22,-,-,2001,개봉로20길 158,20230812,중개거래,서울 구로구,-
652,서울특별시 강북구 미아동,811,811,0,두산위브트레지움,59.54,202306,20,"64,000",212,20,-,-,2011,삼양로27길 95,-,중개거래,서울 강북구 서울 성북구,23.08.22
653,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,20,"118,000",138,8,-,-,2019,고덕로 333,-,중개거래,서울 강동구 서울 동작구,23.11.10
654,서울특별시 강남구 삼성동,189,189,0,래미안라클래시,59.99,202306,20,"249,000",105,13,-,-,2021,삼성로 651,-,중개거래,서울 강남구,23.07.14
655,서울특별시 노원구 중계동,359-1,359,1,주공5,58.46,202306,20,"69,500",508,3,-,-,1992,중계로 230,-,중개거래,서울 노원구,23.09.20
656,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),58.01,202306,20,"57,700",626,3,-,-,1988,노해로 508,-,중개거래,서울 노원구,23.08.21
657,서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,45.255,202306,20,"48,000",래미안 서초유니빌,5,-,-,2003,서초중앙로 26,-,중개거래,서울 강남구 서울 서초구,23.09.12
658,서울특별시 성동구 성수동2가,843,843,0,서울숲힐스테이트,57.49,202306,20,"160,000",105,13,-,-,2009,성수일로4길 26,-,중개거래,서울 광진구 서울 성동구,23.10.12
659,서울특별시 동대문구 전농동,687,687,0,전농동신성미소지움,55.371,202306,20,"75,800",102,3,-,-,2005,서울시립대로 75,-,중개거래,서울 동대문구,23.09.05
660,서울특별시 마포구 성산동,446,446,0,성산시영(선경),50.54,202306,20,"94,500",20,10,-,-,1986,월드컵북로 235,-,중개거래,서울 마포구,23.07.25
661,서울특별시 관악구 봉천동,1717,1717,0,관악푸르지오,59.58,202306,20,"67,000",116,3,-,-,2004,관악로30길 27,-,중개거래,서울 관악구,23.08.11
662,서울특별시 강남구 역삼동,681-26,681,26,역삼동하나빌,33.37,202306,20,"39,000",-,4,-,-,2002,봉은사로 312,-,중개거래,서울 강남구,23.08.01
663,서울특별시 강남구 일원동,719,719,0,푸른마을아파트101동~111동,59.76,202306,20,"140,000",-,6,-,-,1994,일원로14길 25,20230713,중개거래,서울 용산구,-
664,서울특별시 영등포구 대림동,717,717,0,쌍용플래티넘S,18.24,202306,20,"10,500",-,5,-,-,2013,대림로29길 13,20230622,중개거래,서울 영등포구,-
665,서울특별시 성동구 하왕십리동,1061,1061,0,왕십리풍림아이원,59.936,202306,19,"89,000",101,14,-,-,2004,난계로 84,-,중개거래,서울 성동구,23.10.04
666,서울특별시 송파구 거여동,293,293,0,거여4단지,39.6,202306,19,"59,800",406,12,-,-,1997,양산로4길 8,-,중개거래,서울 송파구,23.08.31
667,서울특별시 송파구 거여동,293,293,0,거여4단지,49.8,202306,19,"79,500",405,7,-,-,1997,양산로4길 8,-,중개거래,서울 송파구,23.08.11
668,서울특별시 송파구 거여동,697,697,0,송파시그니처롯데캐슬,59.98,202306,19,"117,500",108,20,-,-,2021,거마로 56,-,중개거래,경기 성남수정구 서울 송파구,23.08.28
669,서울특별시 성북구 정릉동,1031,1031,0,정릉힐스테이트3차,59.98,202306,19,"70,000",303,4,-,-,2008,보국문로 116,-,중개거래,서울 성북구,23.08.25
670,서울특별시 구로구 구로동,1263,1263,0,신도림롯데아파트,59.96,202306,19,"72,000",102,17,-,-,1999,새말로 31,-,중개거래,서울 구로구,23.09.04
671,서울특별시 송파구 잠실동,22,22,0,리센츠,27.68,202306,19,"99,000",244,10,-,-,2008,올림픽로 135,-,중개거래,서울 송파구,23.09.25
672,서울특별시 구로구 구로동,1287,1287,0,구로지웰,59.651,202306,19,"59,450",101,5,-,-,2011,구로동로28길 42,-,중개거래,서울 구로구,23.10.05
673,서울특별시 강서구 등촌동,688,688,0,주공3,58.14,202306,19,"69,500",309,3,-,-,1995,강서로56나길 37,-,중개거래,서울 강서구,23.08.17
674,서울특별시 용산구 이촌동,212-41,212,41,G&D용산드림,21.69,202306,19,"68,000",-,2,-,-,2020,이촌로2가길 9,20231027,중개거래,서울 서초구 서울 용산구,-
675,서울특별시 강동구 천호동,432-7,432,7,아스하임,12.88,202306,19,"23,000",-,19,-,-,2021,올림픽로 663,-,중개거래,서울 강동구,23.06.30
676,서울특별시 중구 흥인동,119,119,0,동대문와이즈캐슬,15.55,202306,19,"15,000",-,9,-,-,2014,퇴계로75길 7,-,중개거래,서울 중구,23.07.24
677,서울특별시 중구 오장동,139-7,139,7,오장동오팰리오,29.48,202306,19,"46,000",오장동 오팰리오,8,-,-,2021,마른내로 127,-,중개거래,서울 중구,23.08.09
678,서울특별시 노원구 공릉동,109,109,0,비선아파트,48.6,202306,19,"41,000",502,3,-,-,1999,화랑로51길 78,-,중개거래,서울 노원구,23.09.06
679,서울특별시 노원구 공릉동,81,81,0,태강아파트(아이파크),59.38,202306,19,"60,500",1011,9,-,-,1999,공릉로34길 62,-,중개거래,서울 노원구,23.10.04
680,서울특별시 성동구 마장동,818,818,0,현대,59.94,202306,19,"78,000",101,18,-,-,1998,살곶이길 50,-,중개거래,서울 성동구,23.10.16
681,서울특별시 성북구 돈암동,609-1,609,1,한진(609-1),59.58,202306,19,"51,000",209동,20,-,-,1998,성북로4길 52,-,중개거래,서울 성북구,23.08.04
682,서울특별시 강서구 염창동,289,289,0,신동아,59.82,202306,19,"65,000",2,10,-,-,1995,양천로67길 32,-,중개거래,서울 강서구,23.10.11
683,서울특별시 서대문구 현저동,1019,1019,0,독립문파크빌,59.4,202306,19,"62,600",104,5,-,-,2000,통일로 279-75,-,중개거래,서울 종로구,23.10.05
684,서울특별시 중랑구 신내동,650,650,0,신내6대주,49.77,202306,19,"51,500",616,12,-,-,1996,신내로19길 42,-,중개거래,서울 중랑구,23.09.20
685,서울특별시 구로구 개봉동,478,478,0,한진,59.95,202306,19,"46,500",106,9,-,-,2000,개봉로3길 87,-,중개거래,서울 구로구,23.10.27
686,서울특별시 마포구 망원동,509,509,0,휴먼빌,59.955,202306,19,"88,000",101,11,-,-,2004,방울내로 31,-,중개거래,서울 마포구,23.10.10
687,서울특별시 중랑구 신내동,487,487,0,라이프미성,59.23,202306,19,"35,000",B,6,-,-,1992,용마산로129나길 101,-,중개거래,서울 중랑구,23.08.31
688,서울특별시 노원구 하계동,284,284,0,한신2,44.52,202306,19,"49,200",4,14,-,-,1988,공릉로 351,-,중개거래,서울 노원구,23.08.18
689,서울특별시 성북구 석관동,10,10,0,두산,59.97,202306,19,"64,700",118,16,-,-,1998,화랑로48길 16,-,중개거래,서울 성북구,23.10.20
690,서울특별시 은평구 수색동,415-1,415,1,e편한세상 수색 에코포레,59.895,202306,19,"56,500",105,6,-,-,2003,은평터널로 65,-,중개거래,서울 은평구,23.08.10
691,서울특별시 은평구 수색동,416-1,416,1,진흥엣세벨,57.5033,202306,19,"55,000",106,6,-,-,2003,은평터널로 60,-,직거래,-,23.07.24
692,서울특별시 노원구 상계동,749-5,749,5,상계주공4(고층),41.3,202306,19,"44,000",408,11,-,-,1988,동일로214길 21,-,중개거래,서울 노원구,23.09.25
693,서울특별시 중구 신당동,842,842,0,약수하이츠,57.63,202306,19,"81,500",116,14,-,-,1999,동호로10길 30,-,중개거래,서울 중구,23.09.12
694,서울특별시 성북구 하월곡동,219,219,0,동신,59.88,202306,19,"57,000",102,16,-,-,1998,오패산로3길 17,-,중개거래,서울 성북구,23.09.22
695,서울특별시 성동구 옥수동,250,250,0,옥수삼성,59.7,202306,19,"116,000",101,9,-,-,1999,독서당로 218,-,중개거래,서울 성동구,23.09.13
696,서울특별시 노원구 상계동,639,639,0,보람아파트,44.33,202306,19,"41,000",103,9,-,-,1988,한글비석로 479,-,중개거래,서울 노원구,23.10.23
697,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,48.98,202306,19,"83,000",102,15,-,-,2018,천호대로55길 11,-,중개거래,서울 동대문구,23.09.01
698,서울특별시 동대문구 답십리동,1003,1003,0,래미안위브,59.99,202306,19,"96,000",105동,4,-,-,2014,답십리로 130,-,중개거래,서울 동대문구,23.09.15
699,서울특별시 광진구 구의동,631-1,631,1,현대프라임,59.82,202306,19,"85,000",1,4,-,-,1997,광나루로56길 29,-,직거래,-,23.07.17
700,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202306,19,"183,000",128,16,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.09.05
701,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,49.92,202306,19,"150,000",128,10,-,-,2020,개포로 264,-,중개거래,서울 강남구,23.09.11
702,서울특별시 광진구 구의동,665,665,0,파크타운,59.26,202306,19,"81,500",파크타운,6,-,-,2015,천호대로 671,-,중개거래,서울 광진구,23.08.16
703,서울특별시 도봉구 쌍문동,56,56,0,삼익세라믹,58.77,202306,19,"40,500",109,6,-,-,1988,해등로 195,-,중개거래,서울 도봉구,23.08.21
704,서울특별시 도봉구 쌍문동,56,56,0,삼익세라믹,58.77,202306,19,"40,000",109,9,-,-,1988,해등로 195,-,중개거래,서울 도봉구,23.06.30
705,서울특별시 송파구 가락동,913,913,0,헬리오시티,39.86,202306,19,"115,000",211,3,-,-,2018,송파대로 345,-,중개거래,서울 강동구 서울 송파구,23.06.19
706,서울특별시 종로구 무악동,82,82,0,현대,60.0,202306,19,"79,900",103,3,-,-,2000,통일로 246-20,-,중개거래,서울 종로구,23.10.05
707,서울특별시 동대문구 전농동,10,10,0,전농SK,59.34,202306,19,"65,800",116,15,-,-,2000,사가정로 148,-,중개거래,서울 동대문구,23.09.01
708,서울특별시 서초구 방배동,866-10,866,10,방배마에스트로,35.53,202306,19,"83,500",1,19,-,-,2019,서초대로 13,-,중개거래,서울 서초구,23.09.22
709,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),49.98,202306,19,"200,000",9,6,-,-,1977,압구정로 321,-,중개거래,서울 강남구,23.08.10
710,서울특별시 마포구 현석동,222,222,0,강변힐스테이트,59.54,202306,19,"100,000",108동,8,-,-,2004,신수로 15,-,중개거래,서울 마포구,23.09.25
711,서울특별시 구로구 신도림동,642,642,0,대림1,59.9,202306,19,"81,000",304,5,-,-,1999,신도림로 16,-,중개거래,서울 구로구,23.07.03
712,서울특별시 마포구 토정동,138,138,0,한강삼성,59.76,202306,19,"112,000",101,16,-,-,1997,토정로32길 11,-,중개거래,서울 마포구,23.08.31
713,서울특별시 구로구 신도림동,642,642,0,대림2,59.9,202306,19,"82,500",106,4,-,-,2001,신도림로 16,-,중개거래,서울 구로구,24.01.16
714,서울특별시 강남구 세곡동,533,533,0,세곡푸르지오,59.89,202306,19,"115,500",208,15,-,-,2012,자곡로 21,-,중개거래,서울 강남구,23.08.31
715,서울특별시 동대문구 용두동,790,790,0,롯데캐슬피렌체,59.43,202306,19,"80,800",104,10,-,-,2009,정릉천동로 58,-,중개거래,서울 동대문구,23.08.25
716,서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,59.99,202306,19,"109,000",102,13,-,-,2017,난계로 100,-,중개거래,서울 성동구,23.10.31
717,서울특별시 영등포구 대림동,717,717,0,쌍용플래티넘S,18.24,202306,19,"11,000",1,8,-,-,2013,대림로29길 13,-,직거래,-,23.07.14
718,서울특별시 영등포구 영등포동1가,113-1,113,1,여의도씨티아이,12.59,202306,19,"13,300",-,13,-,-,2013,경인로 882,20230629,중개거래,서울 영등포구,-
719,서울특별시 서초구 잠원동,162,162,0,반포센트럴자이,59.98,202306,19,"239,500",101,28,-,-,2020,반포대로 310-6,-,중개거래,서울 서초구,23.10.31
720,서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,202306,19,"52,800",106,14,-,-,2002,벚꽃로 73,-,중개거래,서울 금천구,23.09.26
